1001;1001000;1;1;0,694697;8,451801
1001;1001000;1;2;0,669813;7,459175
1001;1001000;1;3;0,665659;8,434898
1001;1001000;1;4;0,668018;8,619898
1001;1001000;1;5;0,656600;7,945570
1001;1001000;1;6;0,240574;7,591248
1001;1001000;1;7;0,242164;7,557503
1001;1001000;1;8;0,240968;7,338749
1001;1001000;1;9;0,242095;7,946644
1001;1001000;1;10;0,239580;7,680655
1001;1001000;1;11;0,242326;7,220387
1001;1001000;1;12;0,239001;7,835714
1001;1001000;1;13;0,238675;6,872048
1001;1001000;1;14;0,239833;7,116510
1001;1001000;1;15;0,238267;7,840301
1001;1001000;1;16;0,239832;7,398572
1001;1001000;1;17;0,236667;7,764296
1001;1001000;1;18;0,240873;7,448804
1001;1001000;1;19;0,239599;7,700826
1001;1001000;1;20;0,242465;8,426462
1001;1001000;1;21;0,239689;7,860745
1001;1001000;1;22;0,239072;7,366243
1001;1001000;1;23;0,244775;8,017708
1001;1001000;1;24;0,237064;8,429958
1001;1001000;1;25;0,235829;7,031279
1001;1001000;1;26;0,238584;7,616958
1001;1001000;1;27;0,245360;7,369297
1001;1001000;1;28;0,242024;7,527120
1001;1001000;1;29;0,239690;6,999687
1001;1001000;1;30;0,243098;7,740117
1001;1001000;1;31;0,241971;7,265615
1001;1001000;1;32;0,243689;7,837063
1001;1001000;1;33;0,240564;7,599608
1001;1001000;1;34;0,237584;6,805112
1001;1001000;1;35;0,239406;7,640539
1001;1001000;1;36;0,239546;7,639730
1001;1001000;1;37;0,239204;6,964046
1001;1001000;1;38;0,243374;7,630368
1001;1001000;1;39;0,242458;7,872875
1001;1001000;1;40;0,240176;7,559871
1001;1001000;1;41;0,242520;8,080825
1001;1001000;1;42;0,241504;7,822303
1001;1001000;1;43;0,242237;6,593165
1001;1001000;1;44;0,233295;7,272606
1001;1001000;1;45;0,236591;7,267504
1001;1001000;1;46;0,243981;7,262751
1001;1001000;1;47;0,243400;7,225027
1001;1001000;1;48;0,239792;7,237310
